Harvest ,Species,Treatment ,Tag,Pot,Week,Height
2,VS,4%,H2VS4,43,8,138
2,VS,4%,H2VS4,67,8,106
2,VS,4%,H2VS4,68,8,114
2,VS,4%,H2VS4,92,8,51
2,VS,8%,H2VS8,1,8,96
2,VS,8%,H2VS8,7,8,120
2,VS,8%,H2VS8,25,8,98
2,VS,8%,H2VS8,30,8,128
2,VS,8%,H2VS8,35,8,70
2,VS,8%,H2VS8,37,8,86
2,VS,8%,H2VS8,40,8,66
2,VS,8%,H2VS8,45,8,98
2,VS,8%,H2VS8,65,8,98
2,VS,8%,H2VS8,90,8,64
2,VS,8%,H2VS8,96,8,80
2,VS,16%,H2VS16,4,8,75
2,VS,16%,H2VS16,31,8,101
2,VS,16%,H2VS16,66,8,81
2,VS,16%,H2VS16,86,8,73
2,VS,16%,H2VS16,94,8,56
2,VS,16%,H2VS16,95,8,70
2,VS,16%,H2VS16,100,8,56
2,VS,16%,H2VS16,106,8,70
2,VS,16%,H2VS16,108,8,63
2,VS,16%,H2VS16,111,8,57
2,VE,4%,H2VE4,91,8,75
2,VE,4%,H2VE4,93,8,50
2,VE,4%,H2VE4,108,8,72
2,VE,4%,H2VE4,134,8,0
2,VE,4%,H2VE4,157,8,64
2,VE,4%,H2VE4,197,8,0
2,VE,4%,H2VE4,198,8,0
2,VE,4%,H2VE4,199,8,0
2,VE,4%,H2VE4,201,8,69
2,VE,4%,H2VE4,208,8,66
2,VE,4%,H2VE4,227,8,0
2,VE,4%,H2VE4,340,8,0
2,VE,8%,H2VE8,120,8,48
2,VE,8%,H2VE8,128,8,60
2,VE,8%,H2VE8,139,8,72
2,VE,8%,H2VE8,143,8,60
2,VE,8%,H2VE8,145,8,44
2,VE,8%,H2VE8,152,8,70
2,VE,8%,H2VE8,158,8,62
2,VE,8%,H2VE8,190,8,67
2,VE,8%,H2VE8,195,8,0
2,VE,8%,H2VE8,207,8,71
2,VE,8%,H2VE8,278,8,75
2,VE,16%,H2VE16,107,8,70
2,VE,16%,H2VE16,122,8,88
2,VE,16%,H2VE16,142,8,53
2,VE,16%,H2VE16,162,8,77
2,VE,16%,H2VE16,164,8,64
2,VE,16%,H2VE16,167,8,44
2,VE,16%,H2VE16,176,8,65
2,VE,16%,H2VE16,178,8,53
2,VE,16%,H2VE16,180,8,43
2,VE,16%,H2VE16,185,8,72
2,VE,16%,H2VE16,186,8,54
2,VE,16%,H2VE16,238,8,58
3,VS,16%,H3VS16,99,9,86
3,VS,16%,H3VS16,99,10,124
3,VS,16%,H3VS16,99,11,135
3,VS,16%,H3VS16,99,12,136
3,VS,16%,H3VS16,99,13,156
3,VS,16%,H3VS16,99,14,180
3,VS,16%,H3VS16,99,15,284
3,VS,16%,H3VS16,105,1,0
3,VS,16%,H3VS16,105,2,9
3,VS,16%,H3VS16,105,3,21
3,VS,16%,H3VS16,105,4,40
3,VS,16%,H3VS16,105,5,53
3,VS,16%,H3VS16,105,6,62
3,VS,16%,H3VS16,105,7,62
3,VS,16%,H3VS16,105,8,68
3,VS,16%,H3VS16,105,9,68
3,VS,16%,H3VS16,105,10,117
3,VS,16%,H3VS16,105,11,174
3,VS,16%,H3VS16,105,12,174
3,VS,16%,H3VS16,105,13,190
3,VS,16%,H3VS16,105,14,214
3,VS,16%,H3VS16,105,15,268
3,VS,16%,H3VS16,110,1,0
3,VS,16%,H3VS16,110,2,9
3,VS,16%,H3VS16,110,3,22
3,VS,16%,H3VS16,110,4,31
3,VS,16%,H3VS16,110,5,53
3,VS,16%,H3VS16,110,6,55
3,VS,16%,H3VS16,110,7,59
3,VS,16%,H3VS16,110,8,65
3,VS,16%,H3VS16,110,9,67
3,VS,16%,H3VS16,110,10,101
3,VS,16%,H3VS16,110,11,141
3,VS,16%,H3VS16,110,12,154
3,VS,16%,H3VS16,110,13,165
3,VS,16%,H3VS16,110,14,179
3,VS,16%,H3VS16,110,15,235
1,VS,4%,H1VS4,3,9,112
1,VS,4%,H1VS4,9,9,110
1,VS,4%,H1VS4,23,9,152
1,VS,4%,H1VS4,57,9,105
1,VS,4%,H1VS4,69,9,91
1,VS,4%,H1VS4,70,9,146
1,VS,4%,H1VS4,71,9,128
1,VS,4%,H1VS4,102,9,45
1,VS,4%,H1VS4,112,9,52
1,VS,4%,H1VS4,127,9,70
1,VS,8%,H1VS8,26,9,160
1,VS,8%,H1VS8,32,9,127
1,VS,8%,H1VS8,36,9,120
1,VS,8%,H1VS8,39,9,94
1,VS,8%,H1VS8,52,9,116
1,VS,8%,H1VS8,53,9,120
1,VS,8%,H1VS8,56,9,135
1,VS,8%,H1VS8,59,9,128
1,VS,8%,H1VS8,60,9,158
1,VS,8%,H1VS8,64,9,100
1,VS,8%,H1VS8,114,9,83
1,VS,16%,H1VS16,29,9,119
1,VS,16%,H1VS16,33,9,123
1,VS,16%,H1VS16,54,9,94
1,VS,16%,H1VS16,73,9,51
1,VS,16%,H1VS16,74,9,98
1,VS,16%,H1VS16,79,9,54
1,VS,16%,H1VS16,82,9,60
1,VS,16%,H1VS16,84,9,100
1,VS,16%,H1VS16,93,9,30
1,VS,16%,H1VS16,107,9,67
1,VS,16%,H1VS16,109,9,66
1,VS,4%,H1VS4,17,9,104
1,VE,4%,H1VE4,96,9,73
1,VE,4%,H1VE4,102,9,72
1,VE,4%,H1VE4,103,9,63
1,VE,4%,H1VE4,105,9,70
1,VE,4%,H1VE4,110,9,41
1,VE,4%,H1VE4,117,9,60
1,VE,4%,H1VE4,124,9,48
1,VE,4%,H1VE4,181,9,64
1,VE,4%,H1VE4,194,9,63
1,VE,4%,H1VE4,203,9,75
1,VE,8%,H1VE8,94,9,74
1,VE,8%,H1VE8,127,9,188
1,VE,8%,H1VE8,140,9,153
1,VE,8%,H1VE8,144,9,168
1,VE,8%,H1VE8,147,9,67
1,VE,8%,H1VE8,151,9,62
1,VE,8%,H1VE8,155,9,96
1,VE,8%,H1VE8,165,9,85
1,VE,8%,H1VE8,243,9,74
1,VE,8%,H1VE8,248,9,68
1,VE,16%,H1VE16,121,9,70
1,VE,16%,H1VE16,137,9,70
1,VE,16%,H1VE16,141,9,55
1,VE,16%,H1VE16,168,9,73
1,VE,16%,H1VE16,169,9,68
1,VE,16%,H1VE16,172,9,75
1,VE,16%,H1VE16,174,9,73
1,VE,16%,H1VE16,182,9,83
1,VE,16%,H1VE16,183,9,62
1,VE,16%,H1VE16,184,9,63
1,VE,16%,H1VE16,188,9,56
1,VE,4%,H1VE4,299,9,60
2,VS,4%,H2VS4,6,9,143
2,VS,4%,H2VS4,8,9,143
2,VS,4%,H2VS4,10,9,123
2,VS,4%,H2VS4,12,9,173
2,VS,4%,H2VS4,14,9,124
2,VS,4%,H2VS4,16,9,144
2,VS,4%,H2VS4,24,9,143
2,VS,4%,H2VS4,28,9,115
2,VS,4%,H2VS4,43,9,154
2,VS,4%,H2VS4,67,9,120
2,VS,4%,H2VS4,68,9,142
2,VS,4%,H2VS4,92,9,60
2,VS,8%,H2VS8,1,9,121
2,VS,8%,H2VS8,7,9,128
2,VS,8%,H2VS8,25,9,159
2,VS,8%,H2VS8,30,9,170
2,VS,8%,H2VS8,35,9,90
2,VS,8%,H2VS8,37,9,82
2,VS,8%,H2VS8,40,9,80
2,VS,8%,H2VS8,45,9,59
2,VS,8%,H2VS8,65,9,110
2,VS,8%,H2VS8,90,9,60
2,VS,8%,H2VS8,96,9,64
2,VS,16%,H2VS16,4,9,93
2,VS,16%,H2VS16,31,9,141
2,VS,16%,H2VS16,66,9,86
2,VS,16%,H2VS16,86,9,95
2,VS,16%,H2VS16,94,9,81
2,VS,16%,H2VS16,95,9,111
2,VS,16%,H2VS16,100,9,59
2,VS,16%,H2VS16,106,9,85
2,VS,16%,H2VS16,108,9,79
2,VS,16%,H2VS16,111,9,69
2,VE,4%,H2VE4,91,9,75
2,VE,4%,H2VE4,93,9,60
2,VE,4%,H2VE4,108,9,72
2,VE,4%,H2VE4,134,9,0
2,VE,4%,H2VE4,157,9,65
2,VE,4%,H2VE4,197,9,0
2,VE,4%,H2VE4,198,9,0
2,VE,4%,H2VE4,199,9,0
2,VE,4%,H2VE4,201,9,60
2,VE,4%,H2VE4,208,9,70
2,VE,4%,H2VE4,227,9,0
2,VE,4%,H2VE4,340,9,0
2,VE,8%,H2VE8,120,9,54
2,VE,8%,H2VE8,128,9,167
2,VE,8%,H2VE8,139,9,66
2,VE,8%,H2VE8,143,9,62
2,VE,8%,H2VE8,145,9,45
2,VE,8%,H2VE8,152,9,183
2,VE,8%,H2VE8,158,9,64
2,VE,8%,H2VE8,190,9,79
2,VE,8%,H2VE8,195,9,0
2,VE,8%,H2VE8,207,9,76
2,VE,8%,H2VE8,278,9,81
2,VE,16%,H2VE16,107,9,78
2,VE,16%,H2VE16,122,9,88
2,VE,16%,H2VE16,142,9,58
2,VE,16%,H2VE16,162,9,85
2,VE,16%,H2VE16,164,9,67
2,VE,16%,H2VE16,167,9,85
2,VE,16%,H2VE16,176,9,64
2,VE,16%,H2VE16,178,9,53
2,VE,16%,H2VE16,180,9,64
2,VE,16%,H2VE16,185,9,89
2,VE,16%,H2VE16,186,9,72
2,VE,16%,H2VE16,238,9,64
3,VE,4%,H3VE4,95,1,32
3,VE,4%,H3VE4,95,2,41
3,VE,4%,H3VE4,95,3,56
3,VE,4%,H3VE4,95,4,42
3,VE,4%,H3VE4,95,5,71
3,VE,4%,H3VE4,95,6,65
3,VE,4%,H3VE4,95,7,68
3,VE,4%,H3VE4,95,8,66
3,VE,4%,H3VE4,95,9,73
3,VE,4%,H3VE4,95,10,93
3,VE,4%,H3VE4,95,11,105
3,VE,4%,H3VE4,95,12,137
3,VE,4%,H3VE4,95,13,145
3,VE,4%,H3VE4,95,14,160
3,VE,4%,H3VE4,95,15,149
3,VE,4%,H3VE4,98,1,0
3,VE,4%,H3VE4,98,2,11
3,VE,4%,H3VE4,98,3,23
3,VE,4%,H3VE4,98,4,53
3,VE,4%,H3VE4,98,5,69
3,VE,4%,H3VE4,98,6,60
3,VE,4%,H3VE4,98,7,56
3,VE,4%,H3VE4,98,8,59
3,VE,4%,H3VE4,98,9,69
3,VE,4%,H3VE4,98,10,71
3,VE,4%,H3VE4,98,11,116
3,VE,4%,H3VE4,98,12,136
3,VE,4%,H3VE4,98,13,147
3,VE,4%,H3VE4,98,14,155
3,VE,4%,H3VE4,98,15,161
3,VE,4%,H3VE4,104,1,46
3,VE,4%,H3VE4,104,2,55
3,VE,4%,H3VE4,104,3,56
3,VE,4%,H3VE4,104,4,51
3,VE,4%,H3VE4,104,5,59
3,VE,4%,H3VE4,104,6,55
3,VE,4%,H3VE4,104,7,65
3,VE,4%,H3VE4,104,8,63
3,VE,4%,H3VE4,104,9,73
3,VE,4%,H3VE4,104,10,95
3,VE,4%,H3VE4,104,11,130
3,VE,4%,H3VE4,104,12,142
3,VE,4%,H3VE4,104,13,162
3,VE,4%,H3VE4,104,14,168
3,VE,4%,H3VE4,104,15,186
1,VS,4%,H1VS4,3,10,n/a
1,VS,4%,H1VS4,9,10,n/a
1,VS,4%,H1VS4,23,10,n/a
1,VS,4%,H1VS4,57,10,n/a
1,VS,4%,H1VS4,69,10,n/a
1,VS,4%,H1VS4,70,10,n/a
1,VS,4%,H1VS4,71,10,n/a
1,VS,4%,H1VS4,102,10,n/a
1,VS,4%,H1VS4,112,10,n/a
1,VS,4%,H1VS4,127,10,n/a
1,VS,8%,H1VS8,26,10,n/a
1,VS,8%,H1VS8,32,10,n/a
1,VS,8%,H1VS8,36,10,n/a
1,VS,8%,H1VS8,39,10,n/a
1,VS,8%,H1VS8,52,10,n/a
1,VS,8%,H1VS8,53,10,n/a
1,VS,8%,H1VS8,56,10,n/a
1,VS,8%,H1VS8,59,10,n/a
1,VS,8%,H1VS8,60,10,n/a
1,VS,8%,H1VS8,64,10,n/a
1,VS,8%,H1VS8,114,10,n/a
1,VS,16%,H1VS16,29,10,n/a
1,VS,16%,H1VS16,33,10,n/a
1,VS,16%,H1VS16,54,10,n/a
1,VS,16%,H1VS16,73,10,n/a
1,VS,16%,H1VS16,74,10,n/a
1,VS,16%,H1VS16,79,10,n/a
1,VS,16%,H1VS16,82,10,n/a
1,VS,16%,H1VS16,84,10,n/a
1,VS,16%,H1VS16,93,10,n/a
1,VS,16%,H1VS16,107,10,n/a
1,VS,16%,H1VS16,109,10,n/a
1,VS,4%,H1VS4,17,10,n/a
1,VE,4%,H1VE4,96,10,82
1,VE,4%,H1VE4,102,10,n/a
1,VE,4%,H1VE4,103,10,n/a
1,VE,4%,H1VE4,105,10,n/a
1,VE,4%,H1VE4,110,10,n/a
1,VE,4%,H1VE4,117,10,n/a
1,VE,4%,H1VE4,124,10,n/a
1,VE,4%,H1VE4,181,10,n/a
1,VE,4%,H1VE4,194,10,n/a
1,VE,4%,H1VE4,203,10,n/a
1,VE,8%,H1VE8,94,10,67
1,VE,8%,H1VE8,127,10,123
1,VE,8%,H1VE8,140,10,61
1,VE,8%,H1VE8,144,10,94
1,VE,8%,H1VE8,147,10,55
1,VE,8%,H1VE8,151,10,68
1,VE,8%,H1VE8,155,10,140
1,VE,8%,H1VE8,165,10,107
1,VE,8%,H1VE8,243,10,86
1,VE,8%,H1VE8,248,10,61
1,VE,16%,H1VE16,121,10,94
1,VE,16%,H1VE16,137,10,60
1,VE,16%,H1VE16,141,10,58
1,VE,16%,H1VE16,168,10,81
1,VE,16%,H1VE16,169,10,72
1,VE,16%,H1VE16,172,10,98
1,VE,16%,H1VE16,174,10,94
1,VE,16%,H1VE16,182,10,95
1,VE,16%,H1VE16,183,10,187
1,VE,16%,H1VE16,184,10,71
1,VE,16%,H1VE16,188,10,61
1,VE,4%,H1VE4,299,10,n/a
2,VS,4%,H2VS4,6,10,162
2,VS,4%,H2VS4,8,10,162
2,VS,4%,H2VS4,10,10,60
2,VS,4%,H2VS4,12,10,196
2,VS,4%,H2VS4,14,10,127
2,VS,4%,H2VS4,16,10,174
2,VS,4%,H2VS4,24,10,159
2,VS,4%,H2VS4,28,10,131
2,VS,4%,H2VS4,43,10,172
2,VS,4%,H2VS4,67,10,135
2,VS,4%,H2VS4,68,10,167
2,VS,4%,H2VS4,92,10,59
2,VS,8%,H2VS8,1,10,104
2,VS,8%,H2VS8,7,10,157
2,VS,8%,H2VS8,25,10,174
2,VS,8%,H2VS8,30,10,186
2,VS,8%,H2VS8,35,10,103
2,VS,8%,H2VS8,37,10,122
2,VS,8%,H2VS8,40,10,102
2,VS,8%,H2VS8,45,10,76
2,VS,8%,H2VS8,65,10,122
2,VS,8%,H2VS8,90,10,90
2,VS,8%,H2VS8,96,10,120
2,VS,16%,H2VS16,4,10,114
2,VS,16%,H2VS16,31,10,174
2,VS,16%,H2VS16,66,10,91
2,VS,16%,H2VS16,86,10,99
2,VS,16%,H2VS16,94,10,109
2,VS,16%,H2VS16,95,10,133
2,VS,16%,H2VS16,100,10,96
2,VS,16%,H2VS16,106,10,124
2,VS,16%,H2VS16,108,10,111
2,VS,16%,H2VS16,111,10,99
2,VE,4%,H2VE4,91,10,77
2,VE,4%,H2VE4,93,10,98
2,VE,4%,H2VE4,108,10,73
2,VE,4%,H2VE4,134,10,0
2,VE,4%,H2VE4,157,10,91
2,VE,4%,H2VE4,197,10,55
2,VE,4%,H2VE4,198,10,64
2,VE,4%,H2VE4,199,10,100
2,VE,4%,H2VE4,201,10,64
2,VE,4%,H2VE4,208,10,73
2,VE,4%,H2VE4,227,10,62
2,VE,4%,H2VE4,340,10,91
2,VE,8%,H2VE8,120,10,69
2,VE,8%,H2VE8,128,10,85
2,VE,8%,H2VE8,139,10,94
2,VE,8%,H2VE8,143,10,63
2,VE,8%,H2VE8,145,10,81
2,VE,8%,H2VE8,152,10,84
2,VE,8%,H2VE8,158,10,78
2,VE,8%,H2VE8,190,10,105
2,VE,8%,H2VE8,195,10,71
2,VE,8%,H2VE8,207,10,82
2,VE,8%,H2VE8,278,10,105
2,VE,16%,H2VE16,107,10,92
2,VE,16%,H2VE16,122,10,82
2,VE,16%,H2VE16,142,10,84
2,VE,16%,H2VE16,162,10,99
2,VE,16%,H2VE16,164,10,58
2,VE,16%,H2VE16,167,10,93
2,VE,16%,H2VE16,176,10,60
2,VE,16%,H2VE16,178,10,77
2,VE,16%,H2VE16,180,10,100
2,VE,16%,H2VE16,185,10,102
2,VE,16%,H2VE16,186,10,73
2,VE,16%,H2VE16,238,10,80
3,VE,4%,H3VE4,109,1,0
3,VE,4%,H3VE4,109,2,11
3,VE,4%,H3VE4,109,3,33
3,VE,4%,H3VE4,109,4,42
3,VE,4%,H3VE4,109,5,52
3,VE,4%,H3VE4,109,6,60
3,VE,4%,H3VE4,109,7,61
3,VE,4%,H3VE4,109,8,65
3,VE,4%,H3VE4,109,9,65
3,VE,4%,H3VE4,109,10,73
3,VE,4%,H3VE4,109,11,101
3,VE,4%,H3VE4,109,12,98
3,VE,4%,H3VE4,109,13,102
3,VE,4%,H3VE4,109,14,118
3,VE,4%,H3VE4,109,15,120
3,VE,4%,H3VE4,115,1,22
3,VE,4%,H3VE4,115,2,31
3,VE,4%,H3VE4,115,3,30
3,VE,4%,H3VE4,115,4,49
3,VE,4%,H3VE4,115,5,67
3,VE,4%,H3VE4,115,6,70
3,VE,4%,H3VE4,115,7,74
3,VE,4%,H3VE4,115,8,82
3,VE,4%,H3VE4,115,9,84
3,VE,4%,H3VE4,115,10,100
3,VE,4%,H3VE4,115,11,107
3,VE,4%,H3VE4,115,12,130
3,VE,4%,H3VE4,115,13,158
3,VE,4%,H3VE4,115,14,166
3,VE,4%,H3VE4,115,15,168
3,VE,4%,H3VE4,119,1,9
3,VE,4%,H3VE4,119,2,30
3,VE,4%,H3VE4,119,3,33
3,VE,4%,H3VE4,119,4,44
3,VE,4%,H3VE4,119,5,50
3,VE,4%,H3VE4,119,6,58
3,VE,4%,H3VE4,119,7,54
3,VE,4%,H3VE4,119,8,53
3,VE,4%,H3VE4,119,9,70
3,VE,4%,H3VE4,119,10,93
3,VE,4%,H3VE4,119,11,121
3,VE,4%,H3VE4,119,12,132
3,VE,4%,H3VE4,119,13,138
3,VE,4%,H3VE4,119,14,147
3,VE,4%,H3VE4,119,15,156
3,VE,4%,H3VE4,171,1,0
3,VE,4%,H3VE4,171,2,9
3,VE,4%,H3VE4,171,3,23
3,VE,4%,H3VE4,171,4,40
3,VE,4%,H3VE4,171,5,60
3,VE,4%,H3VE4,171,6,54
3,VE,4%,H3VE4,171,7,63
3,VE,4%,H3VE4,171,8,62
3,VE,4%,H3VE4,171,9,63
3,VE,4%,H3VE4,171,10,89
3,VE,4%,H3VE4,171,11,131
3,VE,4%,H3VE4,171,12,145
3,VE,4%,H3VE4,171,13,149
3,VE,4%,H3VE4,171,14,179
3,VE,4%,H3VE4,171,15,181
3,VE,4%,H3VE4,189,1,0
3,VE,4%,H3VE4,189,2,9
3,VE,4%,H3VE4,189,3,18
3,VE,4%,H3VE4,189,4,24
3,VE,4%,H3VE4,189,5,42
1,VS,4%,H1VS4,3,11,n/a
1,VS,4%,H1VS4,9,11,n/a
1,VS,4%,H1VS4,23,11,n/a
1,VS,4%,H1VS4,57,11,n/a
1,VS,4%,H1VS4,69,11,n/a
1,VS,4%,H1VS4,70,11,n/a
1,VS,4%,H1VS4,71,11,n/a
1,VS,4%,H1VS4,102,11,n/a
1,VS,4%,H1VS4,112,11,n/a
1,VS,4%,H1VS4,127,11,n/a
1,VS,8%,H1VS8,26,11,n/a
1,VS,8%,H1VS8,32,11,n/a
1,VS,8%,H1VS8,36,11,n/a
1,VS,8%,H1VS8,39,11,n/a
1,VS,8%,H1VS8,52,11,n/a
1,VS,8%,H1VS8,53,11,n/a
1,VS,8%,H1VS8,56,11,n/a
1,VS,8%,H1VS8,59,11,n/a
1,VS,8%,H1VS8,60,11,n/a
1,VS,8%,H1VS8,64,11,n/a
1,VS,8%,H1VS8,114,11,n/a
1,VS,16%,H1VS16,29,11,n/a
1,VS,16%,H1VS16,33,11,n/a
1,VS,16%,H1VS16,54,11,n/a
1,VS,16%,H1VS16,73,11,n/a
1,VS,16%,H1VS16,74,11,n/a
1,VS,16%,H1VS16,79,11,n/a
1,VS,16%,H1VS16,82,11,n/a
1,VS,16%,H1VS16,84,11,n/a
1,VS,16%,H1VS16,93,11,n/a
1,VS,16%,H1VS16,107,11,n/a
1,VS,16%,H1VS16,109,11,n/a
1,VS,4%,H1VS4,17,11,n/a
1,VE,4%,H1VE4,96,11,n/a
1,VE,4%,H1VE4,102,11,n/a
1,VE,4%,H1VE4,103,11,n/a
1,VE,4%,H1VE4,105,11,n/a
1,VE,4%,H1VE4,110,11,n/a
1,VE,4%,H1VE4,117,11,n/a
1,VE,4%,H1VE4,124,11,n/a
1,VE,4%,H1VE4,181,11,n/a
1,VE,4%,H1VE4,194,11,n/a
1,VE,4%,H1VE4,203,11,n/a
1,VE,8%,H1VE8,94,11,n/a
1,VE,8%,H1VE8,127,11,n/a
1,VE,8%,H1VE8,140,11,n/a
1,VE,8%,H1VE8,144,11,n/a
1,VE,8%,H1VE8,147,11,n/a
1,VE,8%,H1VE8,151,11,n/a
1,VE,8%,H1VE8,155,11,n/a
1,VE,8%,H1VE8,165,11,n/a
1,VE,8%,H1VE8,243,11,n/a
1,VE,8%,H1VE8,248,11,n/a
1,VE,16%,H1VE16,121,11,n/a
1,VE,16%,H1VE16,137,11,n/a
1,VE,16%,H1VE16,141,11,n/a
1,VE,16%,H1VE16,168,11,n/a
1,VE,16%,H1VE16,169,11,n/a
1,VE,16%,H1VE16,172,11,n/a
1,VE,16%,H1VE16,174,11,n/a
1,VE,16%,H1VE16,182,11,n/a
1,VE,16%,H1VE16,183,11,n/a
1,VE,16%,H1VE16,184,11,n/a
1,VE,16%,H1VE16,188,11,n/a
1,VE,4%,H1VE4,299,11,n/a
2,VS,4%,H2VS4,6,11,196
2,VS,4%,H2VS4,8,11,238
2,VS,4%,H2VS4,10,11,179
2,VS,4%,H2VS4,12,11,240
2,VS,4%,H2VS4,14,11,170
2,VS,4%,H2VS4,16,11,242
2,VS,4%,H2VS4,24,11,210
2,VS,4%,H2VS4,28,11,181
2,VS,4%,H2VS4,43,11,193
2,VS,4%,H2VS4,67,11,162
2,VS,4%,H2VS4,68,11,220
2,VS,4%,H2VS4,92,11,n/a
2,VS,8%,H2VS8,1,11,226
2,VS,8%,H2VS8,7,11,273
2,VS,8%,H2VS8,25,11,273
2,VS,8%,H2VS8,30,11,251
2,VS,8%,H2VS8,35,11,160
2,VS,8%,H2VS8,37,11,204
2,VS,8%,H2VS8,40,11,154
2,VS,8%,H2VS8,45,11,143
2,VS,8%,H2VS8,65,11,188
2,VS,8%,H2VS8,90,11,133
2,VS,8%,H2VS8,96,11,190
2,VS,16%,H2VS16,4,11,170
2,VS,16%,H2VS16,31,11,241
2,VS,16%,H2VS16,66,11,122
2,VS,16%,H2VS16,86,11,145
2,VS,16%,H2VS16,94,11,184
2,VS,16%,H2VS16,95,11,198
2,VS,16%,H2VS16,100,11,144
2,VS,16%,H2VS16,106,11,187
2,VS,16%,H2VS16,108,11,181
2,VS,16%,H2VS16,111,11,174
2,VE,4%,H2VE4,91,11,68
2,VE,4%,H2VE4,93,11,98
2,VE,4%,H2VE4,108,11,91
2,VE,4%,H2VE4,134,11,0
2,VE,4%,H2VE4,157,11,142
2,VE,4%,H2VE4,197,11,89
2,VE,4%,H2VE4,198,11,103
2,VE,4%,H2VE4,199,11,153
2,VE,4%,H2VE4,201,11,78
2,VE,4%,H2VE4,208,11,100
2,VE,4%,H2VE4,227,11,84
2,VE,4%,H2VE4,340,11,112
2,VE,8%,H2VE8,120,11,124
2,VE,8%,H2VE8,128,11,126
2,VE,8%,H2VE8,139,11,140
2,VE,8%,H2VE8,143,11,105
2,VE,8%,H2VE8,145,11,127
2,VE,8%,H2VE8,152,11,153
2,VE,8%,H2VE8,158,11,144
2,VE,8%,H2VE8,190,11,150
2,VE,8%,H2VE8,195,11,92
2,VE,8%,H2VE8,207,11,131
2,VE,8%,H2VE8,278,11,106
2,VE,16%,H2VE16,107,11,130
2,VE,16%,H2VE16,122,11,132
2,VE,16%,H2VE16,142,11,131
2,VE,16%,H2VE16,162,11,153
2,VE,16%,H2VE16,164,11,97
2,VE,16%,H2VE16,167,11,139
2,VE,16%,H2VE16,176,11,98
2,VE,16%,H2VE16,178,11,125
2,VE,16%,H2VE16,180,11,160
2,VE,16%,H2VE16,185,11,173
2,VE,16%,H2VE16,186,11,124
2,VE,16%,H2VE16,238,11,130
3,VE,4%,H3VE4,189,6,43
3,VE,4%,H3VE4,189,7,50
3,VE,4%,H3VE4,189,8,54
3,VE,4%,H3VE4,189,9,66
3,VE,4%,H3VE4,189,10,79
3,VE,4%,H3VE4,189,11,96
3,VE,4%,H3VE4,189,12,112
3,VE,4%,H3VE4,189,13,120
3,VE,4%,H3VE4,189,14,130
3,VE,4%,H3VE4,189,15,144
3,VE,8%,H3VE8,92,1,29
3,VE,8%,H3VE8,92,2,40
3,VE,8%,H3VE8,92,3,50
3,VE,8%,H3VE8,92,4,61
3,VE,8%,H3VE8,92,5,76
3,VE,8%,H3VE8,92,6,65
3,VE,8%,H3VE8,92,7,67
3,VE,8%,H3VE8,92,8,74
3,VE,8%,H3VE8,92,9,99
3,VE,8%,H3VE8,92,10,132
3,VE,8%,H3VE8,92,11,163
3,VE,8%,H3VE8,92,12,180
3,VE,8%,H3VE8,92,13,185
3,VE,8%,H3VE8,92,14,187
3,VE,8%,H3VE8,92,15,199
3,VE,8%,H3VE8,99,1,28
3,VE,8%,H3VE8,99,2,33
3,VE,8%,H3VE8,99,3,56
3,VE,8%,H3VE8,99,4,52
3,VE,8%,H3VE8,99,5,61
3,VE,8%,H3VE8,99,6,56
3,VE,8%,H3VE8,99,7,54
3,VE,8%,H3VE8,99,8,58
3,VE,8%,H3VE8,99,9,67
3,VE,8%,H3VE8,99,10,97
3,VE,8%,H3VE8,99,11,133
3,VE,8%,H3VE8,99,12,28.6
3,VE,8%,H3VE8,99,13,146
3,VE,8%,H3VE8,99,14,156
3,VE,8%,H3VE8,99,15,157
3,VE,8%,H3VE8,131,1,18
3,VE,8%,H3VE8,131,2,35
3,VE,8%,H3VE8,131,3,42
3,VE,8%,H3VE8,131,4,44
3,VE,8%,H3VE8,131,5,58
3,VE,8%,H3VE8,131,6,46
3,VE,8%,H3VE8,131,7,58
3,VE,8%,H3VE8,131,8,52
3,VE,8%,H3VE8,131,9,55
3,VE,8%,H3VE8,131,10,83
3,VE,8%,H3VE8,131,11,125
3,VE,8%,H3VE8,131,12,133
3,VE,8%,H3VE8,131,13,141
3,VE,8%,H3VE8,131,14,137
3,VE,8%,H3VE8,131,15,145
3,VE,8%,H3VE8,135,1,0
3,VE,8%,H3VE8,135,2,33
3,VE,8%,H3VE8,135,3,50
3,VE,8%,H3VE8,135,4,60
1,VS,4%,H1VS4,3,12,n/a
1,VS,4%,H1VS4,9,12,n/a
1,VS,4%,H1VS4,23,12,n/a
1,VS,4%,H1VS4,57,12,n/a
1,VS,4%,H1VS4,69,12,n/a
1,VS,4%,H1VS4,70,12,n/a
1,VS,4%,H1VS4,71,12,n/a
1,VS,4%,H1VS4,102,12,n/a
1,VS,4%,H1VS4,112,12,n/a
1,VS,4%,H1VS4,127,12,n/a
1,VS,8%,H1VS8,26,12,n/a
1,VS,8%,H1VS8,32,12,n/a
1,VS,8%,H1VS8,36,12,n/a
1,VS,8%,H1VS8,39,12,n/a
1,VS,8%,H1VS8,52,12,n/a
1,VS,8%,H1VS8,53,12,n/a
1,VS,8%,H1VS8,56,12,n/a
1,VS,8%,H1VS8,59,12,n/a
1,VS,8%,H1VS8,60,12,n/a
1,VS,8%,H1VS8,64,12,n/a
